Year,Année,ISO,Jurisdiction,Juridiction,Cause,Origine,Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de données
2013,2013,YT,Yukon,Yukon,Lightning,Foudre,198307.34,a,198307.34,a
2014,2014,YT,Yukon,Yukon,Human activity,Activités humaines,23.581,a,23.581,a
2014,2014,YT,Yukon,Yukon,Lightning,Foudre,3137.013,a,3137.013,a
2015,2015,YT,Yukon,Yukon,Human activity,Activités humaines,41.9,a,41.9,a
2015,2015,YT,Yukon,Yukon,Lightning,Foudre,169799.71,a,169799.71,a
2016,2016,YT,Yukon,Yukon,Human activity,Activités humaines,2.28,a,2.28,a
2016,2016,YT,Yukon,Yukon,Lightning,Foudre,21535.12,a,21535.12,a
2017,2017,YT,Yukon,Yukon,Human activity,Activités humaines,18.7,a,18.7,a
2017,2017,YT,Yukon,Yukon,Lightning,Foudre,399261.45,a,399261.45,a
2018,2018,YT,Yukon,Yukon,Human activity,Activités humaines,6487.33,a,6487.33,a
2018,2018,YT,Yukon,Yukon,Lightning,Foudre,74098.16,a,74098.16,a
2019,2019,YT,Yukon,Yukon,Human activity,Activités humaines,1331.3,a,1331.3,a
2019,2019,YT,Yukon,Yukon,Lightning,Foudre,254705.32,a,254705.32,a
2020,2020,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,14446,e,14446,e
2020,2020,YT,Yukon,Yukon,Unspecified,Indéterminée,15491,e,15491,e
2020,2020,AB,Alberta,Alberta,Unspecified,Indéterminée,3275,e,3275,e
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,19073,e,19073,e
2020,2020,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,42160,e,42160,e
2020,2020,MB,Manitoba,Manitoba,Unspecified,Indéterminée,49527,e,49527,e
2020,2020,ON,Ontario,Ontario,Unspecified,Indéterminée,15480,e,15480,e
2020,2020,QC,Quebec,Québec,Unspecified,Indéterminée,59985,e,59985,e
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,4178,e,4178,e
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,1388,e,1388,e
2020,2020,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,709,e,709,e
2020,2020,PE,Prince Edward Island,Ile-du-Prince-Edouard,Unspecified,Indéterminée,13,e,13,e
2020,2020,PC,Parks Canada,Parcs Canada,Unspecified,Indéterminée,1664,e,1664,e
